Region	Source	2MASS/SSTc2d	RA	Dec	EDR3_plx	EDR3_err_plx	EDR3_dist_pc	EDR3_RUWE	EDR3_Dist_PPVII	PM_EDR3_mas	Disk	Disk_Flag	Observatory	Freq_GHz	Wavelength	Beam_arcsec	RMS_mJy/beam	Survey_Ref	Flux_mJy	eFlux_mJy	Flux_mJy_Standardized	Mdust_Mearth_Standardized	Standardized_Mdust_Mearth	Size_as	eSize_as	H20_lR68	H20_R68_arcsec	H20_R68_au_DR3							Notes	Object	dist_xs	SpT_xs	Teff_xs	Av_xs	Lstar_xs	logLacc_xs	Mstar_B15_xs	logMacc_B15_xs	Mstar_S00_xs	logMacc_S00_xs	Notes_xs	ref_xs	Source_check	Teff_HH14	Lstar_xs_DR3	logLacc_xs_DR3	Mstar_B15_xs_DR3	logMacc_B15_xs_DR3	Mstar_S00_xs_DR3	logMacc_S00_xs_DR3	Mstar_Fei_xs_DR3	logMacc_Fei_xs_DR3	Mstar_PPVII	logMacc_PPVII	notes_Macc_PPVII	dist_PPVII
Taurus	DM Tau	J04334871+1810099	04:33:48.718	=+18:10:09.990	6.9421	0.0217	144.05	1.487	144.05	[11.691, -18.292]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[237.0, 89.4]	[11.7, 3.1]	[237.0, 89.4]	[51.38, 52.42]	52.42	[, ]	[, ]	--	0.92	132.526						II		J04334871+1810099	145.14	M3	3415		0.2454708916	-1.27	0.29	--	--	--	--	HH08,HH14,Testi+22	DM Tau	3410	0.241	-1.276	0.291	-7.992	0.3125	-8.022	0.31	-8.01	0.291	-7.992	--	144.05
Taurus	CI Tau	J04335200+2250301	04:33:52.005	=+22:50:30.180	6.2376	0.0205	160.32	1.356	160.32	[8.942, -17.079]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.13x0.11]	[??, 0.050]	[Andrews+13, Long+19]	[263.6, 142.40]	[19.1, (0.47, -0.81)]	[263.6, 142.40]	[70.79, 103.42]	103.42	[, 1.195]	[, ]	--	0.89	142.6848						II		J04335200+2250301	158.71	K5.5	4276		1.621810097	--	0.9	--	--	--	--	HH08,HH14,Testi+22	CI Tau	4162	1.654	-98.99	0.751	-105.8	0.85	-105.9	0.65	-105.81	0.65	-105.81	--	160.32
Taurus	IT Tau A	J04335470+2613275	04:33:54.701	=+26:13:27.520	6.2345	0.0182	160.40	1.176	160.40	[9.539, -17.528]	II	1	[ALMA, ALMA]	[??, ??]	[0.850, 1.3]	[0.94x0.47, 1.26x0.74]	[0.44, 0.21]	[Akeson&Jensen+2014, Akeson&Jensen+2014]	[15.82, 7.00]	[0.56, 0.24]	[15.82, 7.00]	[3.79, 5.09]	5.09	[, ]	[, ]	--	--	#VALUE!						II		J04335470+2613275	162	K6	4350		3.235936569	--	1.03	--	--	--	--	HH08,HH14,Testi+22	IT Tau A	4115	3.172	-99	nan	nan	0.8025	-105.7	nan	nan	0.8025	-105.7	--	160.4
Taurus	IT Tau B	--	04:33:54.590	=+26:13:25.600	5.8642	0.0670	170.53	1.671	170.53	[7.535, -17.914]	II	1	[ALMA, ALMA]	[??, ??]	[0.850, 1.3]	[0.94x0.47, 1.26x0.74]	[0.44, 0.21]	[Akeson&Jensen+2014, Akeson&Jensen+2014]	[8.79, 4.17]	[0.52, 0.27]	[8.79, 4.17]	[2.38, 3.43]	3.43	[, ]	[, ]	--	--	#VALUE!						II		J04335470+2613275	162	M2.9	4350		3.235936569	--	1.03	--	--	--	--	HH08,HH14,Testi+22	IT Tau B	3425	3.585	-98.95	nan	nan	nan	nan	nan	nan	nan	nan	--	170.53
Taurus	AA Tau	J04345542+2428531	04:34:55.424	=+24:28:53.160	7.4255	0.0868	134.67	3.334	141	[5.323, -20.680]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[139.4, 65.0]	[8.2, 3.5]	[139.4, 65.0]	[28.96, 36.52]	36	[, ]	[, ]	--	--	#VALUE!						II		J04345542+2428531	137.19	M0.6	3762		0.7244359601	-0.87	0.47	--	--	--	--	HH08,HH14,Testi+22	AA Tau	3792	0.754	-0.852	0.486	-7.635	0.5199	-7.664	0.45	-7.61	0.486	-7.635	--	140
Taurus	HO Tau	J04352020+2232146	04:35:20.204	=+22:32:14.600	6.0796	0.0273	164.48	1.459	164.48	[9.721, -16.898]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.12x0.11]	[??, 0.046]	[Andrews+13, Long+19]	[42.7, 17.72]	[7.9, (0.20, -0.17)]	[42.7, 17.72]	[12.07, 13.55]	13.55	[, 0.267]	[, ]	--	--	#VALUE!						II		J04352020+2232146	161.39	M3.2	3385		0.1737800829	--	0.28	--	--	--	--	HH08,HH14,Testi+22	HO Tau	3366	0.18	-98.98	0.275	-105.7	0.285	-105.7	0.28	-105.74	0.275	-105.7	--	164.48
Taurus	DN Tau	J04352737+2414589	04:35:27.375	=+24:14:58.930	7.7760	0.0221	128.60	1.120	128.60	[6.056, -20.864]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.13x0.11]	[??, 0.051]	[Andrews+13, Long+19]	[210.1, 88.61]	[18.2, (0.25, -0.62)]	[210.1, 88.61]	[36.30, 41.41]	41.41	[, 0.475]	[, ]	--	0.38	48.868						II		J04352737+2414589	128.22	M0.3	3806		0.6918309709	-1.34	0.5	--	--	--	--	HH08,HH14,Testi+22	DN Tau	3846	0.695	-1.337	0.526	-8.185	0.5625	-8.213	0.5	-8.16	0.526	-8.185	--	128.6
Taurus	CoKu Tau/3 A	J04354093+2411087	04:35:40.938	=+24:11:08.760	7.8733	0.0584	127.01	1.155	127.01	[5.971, -21.518]	II	1	[ALMA, ALMA]	[??, ??]	[0.850, 1.3]	[0.93x0.47, 1.23x0.74]	[0.44, 0.27]	[Akeson&Jensen+2014, Akeson&Jensen+2014]	[3.32, 1.84]	[0.55, 0.30]	[3.32, 1.84]	[0.50, 0.84]	0.84	[, ]	[, ]	--	--	#VALUE!						II		J04354093+2411087	125.22	M0.5	3777		1.047128548	--	0.47	--	--	--	--	HH08,HH14,Testi+22	CoKu Tau/3 A	3810	1.077	-98.98	0.48	-105.6	0.5275	-105.7	0.44	-105.65	0.48	-105.6	--	127.01
Taurus	CoKu Tau/3 B	J04354093+2411087	04:35:40.938	=+24:11:08.760	7.8733	0.0584	127.01	1.155	127.01	[5.971, -21.518]	II	1	[ALMA, ALMA]	[??, ??]	[0.850, 1.3]	[0.93x0.47, 1.23x0.74]	[0.44, 0.27]	[Akeson&Jensen+2014, Akeson&Jensen+2014]	[14.29, 5.79]	[0.56, 0.29]	[14.29, 5.79]	[2.14, 2.64]	2.64	[, ]	[, ]	--	--	#VALUE!						II		J04354093+2411087	125.22	M4.3	3777		1.047128548	--	0.47	--	--	--	--	HH08,HH14,Testi+22	CoKu Tau/3 B	3127	1.077	-98.98	nan	nan	nan	nan	nan	nan	nan	nan	--	127.01
Taurus	HQ Tau	J04354733+2250216	04:35:47.336	=+22:50:21.700	6.1955	0.2056	161.41	13.394	141	[10.868, -18.980]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.12x0.11]	[??, 0.046]	[Andrews+13, Long+19]	[11.0, 3.98]	[3.0, (0.08, -0.17)]	[11.0, 3.98]	[2.28, 2.24]	2.2	[, 0.155]	[, ]	--	--	#VALUE!						II		J04354733+2250216	158.63	K2	4900		6.918309709	--	2.33	--	--	--	--	HH08,HH14,Testi+22	HQ Tau	4710	5.388	-99.1	1.399	-106.1	1.8574	-106.2	1.27	-106.07	1.27	-106.07	--	140
Taurus	HP Tau	J04355277+2254231	04:35:52.777	=+22:54:23.110	5.8395	0.0490	171.25	2.772	141	[9.037, -13.853]	II	1	[, ALMA]	[, 225.5]	[, 1.3]	[??, 0.13x0.11]	[??, 0.051]	[, Long+19]	[, 49.33]	[, (0.16, -0.15)]	[, 49.33]	[, 27.71]	27.32	[, 0.125]	[, ]	--	0.22	31.02						II		J04355277+2254231	177.15	K4	4500		3.01995172	--	1.16	--	--	--	--	HH08,HH14,Testi+22	HP Tau	4375	1.886	-99.2	1.006	-106.2	1.185	-106.2	0.84	-106.15	0.84	-106.15	--	140
Taurus	Haro 6-28 A	J04355684+2254360	04:35:56.841	=+22:54:36.020	6.7138	0.2776	148.95	10.044	141	[10.562, -17.131]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[11.0, 5.10]	[3.5, 0.29]	[11.0, 5.10]	[2.28, 2.87]	2.82	[, ]	[, ]	--	--	#VALUE!						II		J04355684+2254360	162.54	--	3415		0.4265795188	--	0.29	--	--	--	--	HH08,HH14,Testi+22	Haro 6-28 A	3410	0.316	-99.12	0.291	-105.7	0.3174	-105.8	0.3	-105.8	0.291	-105.7	--	140
Taurus	Haro 6-28 B	J04355684+2254360	04:35:56.841	=+22:54:36.020	6.7138	0.2776	148.95	10.044	141	[10.562, -17.131]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<10.5, 0.78]	[??, 0.15]	[<10.5, 0.78]	[<2.18, 0.44]	0.43	[, ]	[, ]	--	--	#VALUE!						II		J04355684+2254360	162.54	--	3415		0.4265795188	--	0.29	--	--	--	--	HH08,HH14,Testi+22	Haro 6-28 B	3410	0.316	-99.12	0.291	-105.7	0.3174	-105.8	0.3	-105.8	0.291	-105.7	--	140
Taurus	J04362151+2351165	J04362151+2351165	04:36:21.520	=+23:51:16.600	8.7333	0.0765	114.50	1.050	114.50	[-0.918, -19.222]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, 1.45]	[, 0.12]	[, 1.45]	[, 0.54]	0.54	[, ]	[, ]	--	--	#VALUE!						II		J04362151+2351165	115.12	--	3125		0.008317637711	--	0.13	--	--	--	--	HH08,HH14,Testi+22	J04362151+2351165	2980	0.008	-99	0.078	-105.7	0.1	-105.8	0.09	-105.83	0.078	-105.7	--	114.5
Taurus	ITG 1	J04375670+2546229	04:37:56.700	=+25:46:22.900	0.9734	0.0877	1027.33	1.056	141	[-3.183, 2.129]	II	1	[, pre-ALMA]	[, 225]	[, 1.3]	[??, ??]	[??, ??]	[, Andrews+13]	[, <2.3]	[, ??]	[, <2.3]	[, <1.29]	<1.27	[, ]	[, ]	--	--	#VALUE!						II		04375670+2546229	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	ITG 1	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	J04381486+2611399	J04381486+2611399	04:38:14.861	=+26:11:39.940	7.1298	0.5276	140.26	1.140	140.26	[5.435, -21.565]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[1.57, 2.3]	[0.16, 0.8]	[1.57, 2.3]	[0.32, 1.28]	1.28	[, ]	[, ]	--	--	#VALUE!						II		J04381486+2611399	145.41	--	2840		0.002570395783	--	0.06	--	--	--	--	HH08,HH14,Testi+22	J04381486+2611399	2746	0.002	-99.03	0.045	-105.7	nan	nan	nan	nan	0.045	-105.7	--	140.26
Taurus	GM Tau	J04382134+2609137	04:38:21.340	=+26:09:13.740	7.1752	0.0594	139.37	1.080	139.37	[6.047, -22.395]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[2.75, <4.8]	[0.15, ??]	[2.75, <4.8]	[0.55, <2.63]	<2.63	[, ]	[, ]	--	--	#VALUE!						II		J04382134+2609137	138.31	M5	3125		0.06918309709	-2.1	0.16	--	--	--	--	HH08,HH14,Testi+22	GM Tau	2980	0.07	-2.093	0.112	-8.545	0.1125	-8.547	0.09	-8.45	0.112	-8.545	--	139.37
Taurus	DO Tau	J04382858+2610494	04:38:28.582	=+26:10:49.440	7.2193	0.0352	138.52	2.035	141	[6.268, -21.047]	II	1	[pre-ALMA, ALMA]	[388, 225.5]	[0.89, 1.3]	[??, 0.14x0.10]	[??, 0.058]	[Andrews+13, Long+19]	[252.8, 123.76]	[25.8, (0.17, -0.27)]	[252.8, 123.76]	[52.51, 69.53]	68.54	[, 0.263]	[, ]	--	0.19	26.79						II		J04382858+2610494	139.37	M0.3	3806		1.230268771	-0.85	0.53	--	--	--	--	HH08,HH14,Testi+22	DO Tau	3846	1.241	-0.846	0.532	-7.572	0.5525	-7.588	0.45	-7.5	0.532	-7.572	--	140
Taurus	HV Tau C	--	04:38:35.480	=+26:10:41.500	--	--	--	--	141	[, ]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[47.4, 23.1]	[7.0, 2.6]	[47.4, 23.1]	[9.85, 12.98]	12.79	[, ]	[, ]	--	--	#VALUE!						II	The 2MASS ID is for the primary, which is not on this list	04383528+2610386	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	HV Tau C	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	J04385859+2336351	J04385859+2336351	04:38:58.600	=+23:36:35.200	7.8959	0.0534	126.65	1.112	126.65	[8.091, -21.201]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[28.29, 13.2]	[0.22, 1.8]	[28.29, 13.2]	[4.67, 5.98]	5.98	[, ]	[, ]	--	--	#VALUE!						II		J04385859+2336351	126.81	--	3233		0.03715352291	--	0.2	--	--	--	--	HH08,HH14,Testi+22	J04385859+2336351	3134	0.037	-99	0.153	-105.7	0.14	-105.7	0.14	-105.72	0.153	-105.7	--	126.65
Taurus	J04390163+2336029	J04390163+2336029	04:39:01.630	=+23:36:03.000	7.8891	0.0269	126.76	1.213	126.76	[7.933, -21.593]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[1.73, <6.6]	[0.26, ??]	[1.73, <6.6]	[0.29, <3.00]	<3.00	[, ]	[, ]	--	--	#VALUE!						II		J04390163+2336029	127.81	--	3139		0.1023292992	-3.27	0.17	--	--	--	--	HH08,HH14,Testi+22	J04390163+2336029	2999	0.1	-3.277	0.125	-9.706	0.1325	-9.729	0.11	-9.64	0.125	-9.706	--	126.76
Taurus	J04390396+2544264	J04390396+2544264	04:39:03.960	=+25:44:26.420	7.0936	0.1513	140.97	1.285	140.97	[6.582, -21.117]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[2.28, 2.9]	[0.15, 0.8]	[2.28, 2.9]	[0.47, 1.63]	1.63	[, ]	[, ]	--	--	#VALUE!						II		J04390396+2544264	143.99	--	2840		0.0389045145	-4.75	0.06	--	--	--	--	HH08,HH14,Testi+22	J04390396+2544264	2746	0.037	-4.768	0.057	-10.99	nan	nan	nan	nan	0.057	-10.99	--	140.97
Taurus	VY Tau A	J04391741+2247533	04:39:17.412	=+22:47:53.400	6.5186	0.0413	153.41	2.252	141	[10.123, -18.371]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<10.0, 1.90]	[??, 0.22]	[<10.0, 1.90]	[<2.08, 1.07]	1.05	[, ]	[, ]	--	--	#VALUE!						II		J04391741+2247533	152.3	M1.5	3560		0.4677351413	--	0.36	--	--	--	--	HH08,HH14,Testi+22	VY Tau A	3640	0.395	-99.07	0.413	-105.8	0.4275	-105.9	0.42	-105.9	0.413	-105.8	--	140
Taurus	VY Tau B	J04391741+2247533	04:39:17.412	=+22:47:53.400	6.5186	0.0413	153.41	2.252	141	[10.123, -18.371]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<10.0, <0.60]	[??, ??]	[<10.0, <0.60]	[<2.08, <0.34]	<0.33	[, ]	[, ]	--	--	#VALUE!						II		J04391741+2247533	152.3	--	3560		0.4677351413	--	0.36	--	--	--	--	HH08,HH14,Testi+22	VY Tau B	3560	0.395	-99.07	0.361	-105.8	0.3874	-105.8	0.37	-105.82	0.361	-105.8	--	140
Taurus	LkCa 15	J04391779+2221034	04:39:17.796	=+22:21:03.480	6.3619	0.0264	157.19	1.362	157.19	[10.573, -17.527]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[385.2, 127.0]	[22.4, 4.9]	[385.2, 127.0]	[99.45, 88.67]	88.67	[, ]	[, ]	--	0.77	121.0363						II		J04391779+2221034	158.86	K5.5	4276		1.122018454	-0.99	0.91	--	--	--	--	HH08,HH14,Testi+22	LkCa 15	4162	1.098	-0.999	0.792	-7.994	0.8524	-8.025	0.7	-7.94	0.7	-7.94	--	157.19
Taurus	GN Tau A	J04392090+2545021	04:39:20.910	=+25:45:02.110	--	--	--	--	141	[, ]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[12.0, 0.47]	[3.0, 0.12]	[12.0, 0.47]	[2.49, 0.26]	0.26	[, ]	[, ]	--	--	#VALUE!						II		J04392090+2545021	139.23	M2.5	3500		0.3548133892	--	0.34	--	--	--	--	HH08,HH14,Testi+22	GN Tau A	3485	0.358	-98.99	0.326	-105.6	0.355	-105.7	0.34	-105.71	0.326	-105.6	--	140
Taurus	GN Tau B	J04392090+2545021	04:39:20.910	=+25:45:02.110	--	--	--	--	141	[, ]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<9.0, 0.59]	[??, 0.12]	[<9.0, 0.59]	[<1.87, 0.33]	0.33	[, ]	[, ]	--	--	#VALUE!						II		J04392090+2545021	139.23	--	3500		0.3548133892	--	0.34	--	--	--	--	HH08,HH14,Testi+22	GN Tau B	3497	0.358	-98.99	0.335	-105.7	0.36	-105.7	0.34	-105.72	0.335	-105.7	--	140
Taurus	J04393364+2359212	J04393364+2359212	04:39:33.640	=+23:59:21.200	7.8672	0.0473	127.11	1.109	127.11	[7.774, -21.120]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[7.97, <5.8]	[0.16, ??]	[7.97, <5.8]	[1.33, <2.65]	<2.65	[, ]	[, ]	--	--	#VALUE!						II		J04393364+2359212	127.11	--	3125		0.0758577575	--	0.17	--	--	--	--	HH08,HH14,Testi+22	J04393364+2359212	2980	0.075	-99	0.114	-105.4	0.1125	-105.4	0.09	-105.34	0.114	-105.4	--	127.11
Taurus	ITG 15	J04394488+2601527	04:39:44.883	=+26:01:52.790	7.1594	0.0571	139.68	1.021	139.68	[6.687, -21.949]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[9.44, <6.0]	[0.16, ??]	[9.44, <6.0]	[1.90, <3.31]	<3.31	[, ]	[, ]	--	--	#VALUE!						II		J04394488+2601527	136.85	M5.0	3125		0.4897788194	--	0.27	--	--	--	--	HH08,HH14,Testi+22	ITG 15	2980	0.51	-98.98	nan	nan	0.18	-105.2	nan	nan	0.18	-105.2	--	139.68
Taurus	CFHT 4	J04394748+2601407	04:39:47.484	=+26:01:40.780	7.1222	0.1840	140.41	1.307	140.41	[6.088, -21.645]	II	1	[pre-ALMA, pre-ALMA]	[388, 225]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Andrews+13]	[9.0, 2.0]	[2.4, 0.5]	[9.0, 2.0]	[1.85, 1.11]	1.11	[, ]	[, ]	--	--	#VALUE!						II		J04394748+2601407	147.12	--	2880		0.1584893192	--	0.16	--	--	--	--	HH08,HH14,Testi+22	CFHT 4	2770	0.144	-99.04	nan	nan	0.1	-105.2	nan	nan	0.1	-105.2	--	140.41
Taurus	J04400067+2358211	J04400067+2358211	04:40:00.680	=+23:58:21.200	7.9145	0.0740	126.35	0.958	126.35	[7.951, -21.034]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[7.93, <5.6]	[0.15, ??]	[7.93, <5.6]	[1.30, <2.53]	<2.53	[, ]	[, ]	--	--	#VALUE!						II		J04400067+2358211	120.5	--	2990		0.0213796209	--	0.09	--	--	--	--	HH08,HH14,Testi+22	J04400067+2358211	2860	0.023	-98.95	0.057	-105.3	nan	nan	nan	nan	0.057	-105.3	--	126.35
Taurus	IRAS 04370+2559	J04400800+2605253	04:40:08.002	=+26:05:25.380	7.2802	0.2825	137.36	1.042	137.36	[5.650, -20.769]	II	1	[, pre-ALMA]	[, 225]	[, 1.3]	[??, ??]	[??, ??]	[, Andrews+13]	[, 51.7]	[, 0.8]	[, 51.7]	[, 27.56]	27.56	[, ]	[, ]	--	--	#VALUE!						II		04400800+2605253	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	IRAS 04370+2559	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	J04403979+2519061 AB	J04403979+2519061	04:40:39.792	=+25:19:06.120	7.0001	0.2663	142.86	2.438	141	[5.137, -21.067]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Hardy+2015]	[, <0.43]	[, ??]	[, <0.43]	[, <0.24]	<0.24	[, ]	[, ]	--	--	#VALUE!						II		04403979+2519061	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	J04403979+2519061 AB	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	JH 223 A	J04404950+2551191	04:40:49.508	=+25:51:19.180	7.0666	0.0199	141.51	1.173	141.51	[4.205, -19.738]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<7.0, 1.70]	[??, 0.14]	[<7.0, 1.70]	[<1.46, 0.96]	0.96	[, ]	[, ]	--	--	#VALUE!						II		J04404950+2551191	139.94	M2.8	3444		0.2238721139	--	0.31	--	--	--	--	HH08,HH14,Testi+22	JH 223 A	3440	0.228	-98.99	0.306	-105.7	0.32	-105.7	0.33	-105.78	0.306	-105.7	--	141.51
Taurus	JH 223 B	J04404950+2551191	04:40:49.508	=+25:51:19.180	7.0666	0.0199	141.51	1.173	141.51	[4.205, -19.738]	II	1	[pre-ALMA, ALMA]	[388, ??]	[0.89, 1.3]	[??, ??]	[??, ??]	[Andrews+13, Akeson+2019]	[<7.0, 0.76]	[??, 0.13]	[<7.0, 0.76]	[<1.46, 0.43]	0.43	[, ]	[, ]	--	--	#VALUE!						II		J04404950+2551191	139.94	--	3444		0.2238721139	--	0.31	--	--	--	--	HH08,HH14,Testi+22	JH 223 B	3439	0.228	-98.99	0.306	-105.7	0.32	-105.7	0.33	-105.77	0.306	-105.7	--	141.51
Taurus	ITG 33A	J04410826+2556074	04:41:08.262	=+25:56:07.480	6.8031	0.1690	146.99	1.287	146.99	[5.193, -21.295]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, 4.10]	[, 0.23]	[, 4.10]	[, 2.50]	2.5	[, ]	[, ]	--	--	#VALUE!						II		J04410826+2556074	140.82	--	3415		0.05011872336	--	0.33	--	--	--	--	HH08,HH14,Testi+22	ITG 33A	3410	0.054	-98.96	0.33	-106	0.265	-105.9	0.31	-106.03	0.33	-106	--	146.99
Taurus	ITG 34	J04411078+2555116	04:41:10.785	=+25:55:11.650	6.5950	0.1670	151.63	0.969	151.63	[4.468, -20.013]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, 0.70]	[, 0.12]	[, 0.70]	[, 0.45]	0.45	[, ]	[, ]	--	--	#VALUE!						II		J04411078+2555116	156.81	--	3060		0.06309573445	--	0.14	--	--	--	--	HH08,HH14,Testi+22	ITG 34	2920	0.058	-99.02	0.091	-105.4	0.1	-105.4	0.09	-105.41	0.091	-105.4	--	151.63
Taurus	CoKu Tau/4 AB	J04411681+2840000	04:41:16.808	=+28:40:00.070	6.4456	0.1146	155.14	5.894	141	[4.317, -22.201]	II	1	[pre-ALMA, ]	[388, ]	[0.89, ]	[??, ??]	[??, ??]	[Andrews+13, ]	[9.0, ]	[2.9, ]	[9.0, ]	[1.87, ]	1.84	[, ]	[, ]	--	--	#VALUE!						II		04411681+2840000	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	CoKu Tau/4 AB	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	ITG 40	J04412464+2543530	04:41:24.640	=+25:43:53.000	--	--	--	--	141	[, ]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, 1.00]	[, 0.12]	[, 1.00]	[, 0.56]	0.55	[, ]	[, ]	--	--	#VALUE!						II		04412464+2543530	--	--	--		--	--	--	--	--	--		HH08,HH14,Testi+22	ITG 40	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Taurus	IRAS 04385+2550	J04413882+2556267	04:41:38.823	=+25:56:26.750	6.2657	0.2828	159.60	5.057	141	[6.167, -19.329]	II	1	[, pre-ALMA]	[, 225]	[, 1.3]	[??, ??]	[??, ??]	[, Andrews+13]	[, 25.5]	[, 2.2]	[, 25.5]	[, 14.33]	14.12	[, ]	[, ]	--	0.1	14.1						II		J04413882+2556267	159.77	--	3850		0.4466835922	--	0.56	--	--	--	--	HH08,HH14,Testi+22	IRAS 04385+2550	3900	0.342	-99.11	0.638	-106.2	0.625	-106.2	0.64	-106.21	0.638	-106.2	--	140
Taurus	J04414489+2301513	J04414489+2301513	04:41:44.898	=+23:01:51.390	8.1822	0.3044	122.22	1.097	122.22	[7.918, -20.152]	II	1	[, ALMA]	[, ??]	[, 1.3]	[??, ??]	[??, ??]	[, Akeson+2019]	[, <0.38]	[, ??]	[, <0.38]	[, <0.16]	<0.16	[, ]	[, ]	--	--	#VALUE!						II		J04414489+2301513	120.42	--	2550		0.003388441561	--	0.02	--	--	--	--	HH08,HH14,Testi+22	J04414489+2301513	2620	0.003	-98.98	0.025	-105.3	nan	nan	nan	nan	0.025	-105.3	--	122.22
Taurus	J04414825+2534304	J04414825+2534304	04:41:48.250	=+25:34:30.500	7.3005	0.1705	136.98	1.021	136.98	[4.509, -19.774]	II	1	[ALMA, pre-ALMA]	[338.8, 225]	[0.885, 1.3]	[0.34x0.24, ??]	[0.15, ??]	[Ward-Duong+18, Andrews+13]	[3.52, 2.2]	[0.16, 0.4]	[3.52, 2.2]	[0.68, 1.17]	1.17	[, ]	[, ]	--	--	#VALUE!						II		J04414825+2534304	136.17	--	2755		0.01548816619	-4.2	0.04	--	--	--	--	HH08,HH14,Testi+22	J04414825+2534304	2696	0.015	-4.194	0.032	-10.35	nan	nan	nan	nan	0.032	-10.35	--	136.98
