,index,in_data,u,g,r,Ha,i,r.Ha.i,Rne,coherent,shape,best_filter,comment,ra,dec,ppvii_f,esplin_f,dunhmart_f,ppvii_i,esplin_i,dunhmart_i,class_duh,alpha0,Region,Source,2MASS/SSTc2d,RA,Dec,EDR3_plx,EDR3_err_plx,EDR3_dist_pc,EDR3_RUWE,EDR3_Dist_PPVII,PM_EDR3_mas,Disk,Disk_Flag,Observatory,Freq_GHz,Wavelength,Beam_arcsec,RMS_mJy/beam,Survey_Ref,Flux_mJy,eFlux_mJy,Flux_mJy_Standardized,Mdust_Mearth_Standardized,Standardized_Mdust_Mearth,Size_as,eSize_as,H20_lR68,H20_R68_arcsec,H20_R68_au_DR3,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Notes,Object,dist_xs,SpT_xs,Teff_xs,Av_xs,Lstar_xs,logLacc_xs,Mstar_B15_xs,logMacc_B15_xs,Mstar_S00_xs,logMacc_S00_xs,Notes_xs,ref_xs,Source_check,Teff_HH14,Lstar_xs_DR3,logLacc_xs_DR3,Mstar_B15_xs_DR3,logMacc_B15_xs_DR3,Mstar_S00_xs_DR3,logMacc_S00_xs_DR3,Mstar_Fei_xs_DR3,logMacc_Fei_xs_DR3,Mstar_PPVII,logMacc_PPVII,notes_Macc_PPVII,dist_PPVII,2MASS,WISE,Gaia,GP75RCrA,TS84,HBC,WMB97,CrAPMS,P98c,ISOCrA,RX,LEM2005b,FP2007,SHJ2008,GMM2009,PCB2011,OName,RAdeg,DEdeg,Ref-Pos,SpType,r_SpType,Adopt,GaiapmRA,e_GaiapmRA,GaiapmDec,e_GaiapmDec,plx,e_plx,RUWE,kin,r-med-geo,r-lo-geo,r-hi-geo,IRpmRA,e_IRpmRA,IRpmDec,e_IRpmDec,RVel,e_RVel,r_RVel,U,e_U,V,e_V,W,e_W,Gmag,e_Gmag,GBPmag,e_GBPmag,GRPmag,e_GRPmag,Jmag,e_Jmag,r_Jmag,Hmag,e_Hmag,r_Hmag,Kmag,e_Kmag,r_Kmag,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType,Ak,f_Ak,radunhmart,decdunhmart,Name,alpha0dunhmart,alpha,dunham_alpha,source,source_id
10,10,True,no,no,no,no,no,no,1.0,,,,coord not matching the point source,285.2783912,-36.9560597,False,False,True,,,120964.0,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.2783912,-36.9560597,J190106.81-365721.8 ,,,False,marton16,120964.0
11,11,True,no,no,no,no,no,no,2.0,,,,probably a point source according to simbad,285.2979273,-36.7594751,True,True,True,874.0,305.0,120965.0,II,-1.44208413466768,CrA,CrA-53,J19011149-3645337,19:01:11.490,-36:45:33.800,6.5314,0.1126,153.11,1.061,153.11,"[3.564, -26.483]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.10]","[, Cazzoletti+2019]","[, ??]","[, ??]","[, <0.30]","[, <0.20]",<0.20,,,,--,#VALUE!,,,,,,,,J19011149-3645337,154.38,--,2980,,0.0213796209,--,0.09,--,--,--,--,,CrA-53,2851.0,0.021,-99.0,0.054,-105.3,,,,,0.054,-105.3,--,,19011149-3645337,WISEA J190111.50-364534.1,6.731216889694682e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,53.0,[LSM2010] CrA J190111.6-364532.0,285.297927,-36.75951,Gaia,"M4.75,M5","1,5",M4.75,3.564,0.141,-26.483,0.122,6.531,0.113,1.06,Y,151.608,149.556,153.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.359,0.002,19.928,0.056,15.926,0.005,13.35,0.01,VHS,12.5,0.03,2MASS,12.13,0.03,2MASS,11.712,0.02,0,11.493,0.02,0,11.332,0.02,0,0.0,0.0,out,7.981,0.02,0,11.83,0.024,0,11.498,0.021,0,9.676,0.046,0,7.773,0.188,off,Y,0,Y,Y,Y,Y,full,0.23,IR spec,285.2979273,-36.7594751,J190111.50-364534.1 ,-1.44208413466768,-1.13208413466768,False,marton16,120965.0
12,12,True,no,faint,no,no,no,no,2.0,,diffuse,,probably the g is just the starlight diffused,285.3289381,-36.9745897,True,True,True,851.0,308.0,120966.0,II,-1.47,CrA,CrA-13,J19011893-3658282,19:01:18.950,-36:58:28.400,6.6078,0.1240,151.34,0.992,151.34,"[4.403, -27.160]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.21]","[, Cazzoletti+2019]","[, 2.77]","[, 0.26]","[, 2.77]","[, 1.79]",1.79,,,,--,#VALUE!,,,,,,,,J19011893-3658282,149.32,--,3560,,0.2454708916,--,0.38,--,--,--,--,,CrA-13,3560.0,0.252,-98.98,0.376,-105.8,0.3799,-105.8,0.4,-105.87,0.376,-105.8,--,,19011893-3658282,WISEA J190118.94-365828.5,6.731198399854453e+18,0,0,0.0,0,0,0,127.0,0,466.0,190118.90-365828.4,113.0,15.0,13.0,0,285.328942,-36.97463,Gaia,"M1-M3,M3,M2","1,1,13",M3,4.403,0.135,-27.16,0.11,6.608,0.124,0.99,Y,150.473,147.687,153.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.539,0.002,20.117,0.094,16.088,0.008,12.77,0.01,VHS,11.24,0.02,2MASS,10.45,0.02,2MASS,9.662,0.02,0,9.205,0.02,0,8.75,0.02,0,8.239,0.02,0,5.278,0.02,0,9.891,0.023,0,9.208,0.02,0,7.468,0.019,0,5.409,0.045,0,Y,Y,Y,Y,Y,Y,full,0.74,J-H,285.3289381,-36.9745897,J190118.94-365828.5 ,-1.47,-0.92,True,marton16,120966.0
13,13,True,no,no,no,no,no,no,1.0,,,,cannot even see the star,285.3911193,-36.9625536,True,True,True,853.0,317.0,120967.0,II,-1.31,CrA,CrA-16,J19013385-3657448,19:01:33.850,-36:57:44.900,--,--,--,--,156.0,"[, ]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 1.00]","[, Cazzoletti+2019]","[, 20.34]","[, 0.53]","[, 20.34]","[, 13.99]",13.99,,,,--,#VALUE!,,,,,,,,J19013385-3657448,160.89,--,3485,,0.5754399373,--,0.32,--,--,--,--,,CrA-16,3481.0,0.54,-99.02,0.312,-105.6,0.3474,-105.6,0.32,-105.63,0.312,-105.6,--,,19013385-3657448,WISEA J190133.86-365745.1,0.0,0,2.8,0.0,185811.4-370206,0,0,0.0,0,0.0,190133.84-365745.0,85.0,19.0,16.0,0,285.39108,-36.962452,2MASS,"M3,>K4:,M2-M3,M0.5","1,16,13,11",M3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.17,0.101,14.27,0.01,VHS,11.91,0.02,2MASS,10.47,0.02,2MASS,9.157,0.02,0,8.636,0.02,0,8.061,0.02,0,7.428,0.02,0,4.348,0.02,0,9.342,0.022,0,8.493,0.02,0,6.515,0.017,0,4.129,0.037,0,Y,Y,Y,Y,Y,Y,full,1.8,IR spec,285.3911193,-36.9625536,J190133.86-365745.1 ,-1.31,-0.65,True,marton16,120967.0
14,14,True,no,no,no,no,no,no,1.0,,,,,285.00658,-36.6182813,True,True,True,873.0,287.0,120968.0,II,-1.1937124022615135,CrA,CrA-52,J19000157-3637054,19:00:01.580,-36:37:06.200,6.4901,0.0240,154.08,1.327,154.08,"[3.793, -27.390]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.16]","[, Cazzoletti+2019]","[, 1.95]","[, 0.17]","[, 1.95]","[, 1.31]",1.31,,,,--,#VALUE!,,,,,,,,J19000157-3637054,155.06,--,3720,,0.2041737945,--,0.52,--,--,--,--,,CrA-52,3738.0,0.201,-99.0,0.532,-106.1,0.48,-106,0.55,-106.12,0.532,-106.1,--,,19000157-3637054,WISEA J190001.57-363705.8,6.731268601100886e+18,0,0,674.0,0,7,0,0.0,0,0.0,0,0.0,0.0,52.0,0,285.00658,-36.618315,Gaia,"earlyM,M1,M2.25","9,6,1",M2.25,3.793,0.025,-27.39,0.022,6.49,0.024,1.33,Y,153.309,152.728,153.852,0.0,0.0,0.0,0.0,-2.41,0.02,2.0,-5.202,0.023,-17.65,0.068,-8.668,0.042,12.993,0.005,14.115,0.018,11.908,0.012,10.82,0.02,2MASS,9.99,0.02,2MASS,9.45,0.02,2MASS,0.0,0.0,out,8.807,0.02,0,0.0,0.0,out,0.0,0.0,out,4.365,0.02,0,8.998,0.023,0,8.581,0.02,0,6.355,0.015,0,4.52,0.028,0,Y,0,Y,Y,Y,Y,full,0.13,J-H,285.00658,-36.6182813,J190001.57-363705.8 ,-1.1937124022615135,-0.8837124022615135,False,marton16,120968.0
15,15,True,no,no,no,no,no,no,1.0,,,,"in NED as an IR source, coordinates are correct, the star cannot be seen but is too close to another star",289.6289381,-36.5835233,False,False,True,,,120970.0,I,0.342157108560928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.6289381,-36.5835233,J191830.94-363500.6 ,0.342157108560928,0.6521571085609281,False,marton16,120970.0
16,16,True,no,faint,no,no,no,no,2.0,,,,,285.7993648,-37.1506632,True,True,True,864.0,378.0,120980.0,III,-1.79,CrA,CrA-35,J19031185-3709020,19:03:11.840,-37:09:02.100,--,--,--,--,156.0,"[, ]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.11]","[, Cazzoletti+2019]","[, ??]","[, ??]","[, <0.33]","[, <0.23]",<0.23,,,,--,#VALUE!,,,,,,,,J19031185-3709020,160.89,--,2980,,0.087096359,--,0.12,--,--,--,--,,CrA-35,2851.0,0.081,-99.02,0.11,-105.4,0.1,-105.3,,,0.11,-105.4,--,,19031185-3709020,WISEA J190311.84-370902.3,6.719180123585335e+18,0,0,0.0,0,0,0,201.0,0,0.0,0,0.0,32.0,35.0,0,285.799313,-37.150672,Gaia,"M4.75,M5","1,10",M4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.61,0.004,18.197,0.033,14.428,0.006,12.12,0.01,VHS,11.25,0.02,2MASS,10.83,0.02,2MASS,10.439,0.02,0,10.167,0.02,0,10.001,0.02,0,9.55,0.02,0,6.957,0.02,0,10.575,0.025,0,10.167,0.021,0,8.804,0.032,0,7.009,0.096,0,Y,Y,Y,Y,Y,Y,evolved,0.23,IR spec,285.7993648,-37.1506632,J190311.84-370902.3 ,-1.79,-1.46,True,marton16,120980.0
17,17,True,no,no,no,no,no,no,1.0,,,,"no star, no star in Gaia, Simbad or NED",286.0732071,-38.5367974,False,False,True,,,120981.0,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0732071,-38.5367974,J190417.56-383212.4 ,,,False,marton16,120981.0
18,18,True,no,no,no,no,no,no,1.0,,,,,285.8171094,-37.2356369,True,True,True,869.0,380.0,120982.0,II,-0.71,CrA,CrA-45 E,J19031609-3714080,19:03:16.090,-37:14:08.200,6.3641,0.2300,157.13,2.183,156.0,"[0.583, -30.909]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 1.92]","[, Cazzoletti+2019]","[, 29.82]","[, 0.35]","[, 29.82]","[, 20.51]",20.51,,,,--,#VALUE!,,,,,,,,19031609-3714080,--,--,--,,--,--,--,--,--,--,,,CrA-45 E,-99.0,-99.0,-99.0,-99.0,--,-99.0,--,-99.0,-99.0,-99.0,-99.0,--,,19031609-3714080,WISEA J190316.10-371408.2,6.719167857158733e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,34.0,45.0,VSST 10,285.81703,-37.235687,Gaia,M3.5,5,M3.5,0.583,0.254,-30.909,0.229,6.364,0.23,2.18,N,157.444,151.776,162.487,0.0,0.0,0.0,0.0,-6.83,0.21,2.0,-9.245,0.235,-21.35,0.804,-5.97,0.374,17.0,0.006,19.36,0.077,15.385,0.015,11.91,0.02,2MASS,10.3,0.02,2MASS,9.35,0.02,2MASS,7.77,0.02,0,7.229,0.02,0,6.651,0.02,0,5.993,0.02,0,2.501,0.02,0,7.753,0.025,0,6.582,0.02,0,5.039,0.012,0,2.61,0.018,0,Y,Y,Y,Y,Y,Y,full,0.35,J-H,285.8171094,-37.2356369,J190316.10-371408.2 ,-0.71,-0.42,True,marton16,120982.0
19,19,True,no,no,no,no,no,no,1.0,,,,,286.0631792,-38.5174201,False,False,True,,,120983.0,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0631792,-38.5174201,J190415.16-383102.7 ,,,False,marton16,120983.0
20,20,True,no,no,no,no,no,no,1.0,,,,Star only faint in I,285.851234,-37.2522046,True,True,True,865.0,381.0,120984.0,II,-0.91,CrA,CrA-36,J19032429-3715076,19:03:24.290,-37:15:07.700,--,--,--,--,156.0,"[, ]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.82]","[, Cazzoletti+2019]","[, 12.90]","[, 0.21]","[, 12.90]","[, 8.87]",8.87,,,,--,#VALUE!,,,,,,,,J19032429-3715076,160.89,--,2980,,0.1174897555,--,0.14,--,--,--,--,,CrA-36,2851.0,0.11,-99.02,,,0.1,-105.2,,,0.1,-105.2,--,,19032429-3715076,WISEA J190324.29-371507.9,6.719167062590663e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,36.0,0,285.851244,-37.252236,Gaia,"M4.5,M5","1,5",M4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.13,6.48,-21.35,10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.593,0.017,21.694,0.184,18.797,0.088,14.3,0.01,VHS,12.27,0.02,2MASS,11.08,0.02,2MASS,9.514,0.02,0,8.891,0.02,0,8.547,0.02,0,7.543,0.02,0,4.29,0.02,0,10.221,0.024,0,9.073,0.02,0,6.525,0.017,0,4.337,0.024,0,Y,Y,Y,Y,Y,Y,full,1.54,IR spec,285.851234,-37.2522046,J190324.29-371507.9 ,-0.91,-0.39,True,marton16,120984.0
21,21,True,no,no,no,no,no,no,1.0,,,,Star mismatch,285.5025002,-37.1063513,False,False,True,,,120985.0,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.5025002,-37.1063513,J190200.60-370622.8 ,,,False,marton16,120985.0
22,22,True,no,no,no,no,no,no,1.0,,,,,287.4413726,-37.0740169,False,True,True,,391.0,120987.0,II,-0.6799662012798529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19094592-3704261,WISEA J190945.92-370426.4,6.719035052475593e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,V721 CrA,287.441361,-37.074055,Gaia,"K5e,K6IVe,M1","26,2,7",K6,5.368,0.033,-27.072,0.026,6.376,0.038,2.1,Y,156.93,155.907,157.815,0.0,0.0,0.0,0.0,-1.5,0.7,3.0,-4.811,0.661,-17.604,0.106,-9.504,0.243,12.248,0.007,13.326,0.028,11.193,0.019,9.51,0.02,2MASS,8.61,0.05,2MASS,8.31,0.02,2MASS,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,7.756,0.026,0,7.158,0.02,0,4.599,0.015,0,2.037,0.026,0,0,0,0,Y,Y,Y,full,0.23,J-H,287.4413726,-37.0740169,J190945.92-370426.4 ,-0.6799662012798529,-0.3699662012798528,False,marton16,120987.0
23,23,True,no,no,no,no,no,no,1.0,,,,,287.6807393,-36.9860032,False,True,True,,392.0,120988.0,II,-0.7118136726875011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19104337-3659092,WISEA J191043.37-365909.6,6.719057081363106e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,287.680752,-36.986066,Gaia,M3-M5,7,M4,1.254,0.061,-31.682,0.048,6.379,0.049,1.15,N,155.54,154.257,156.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.717,0.003,16.98,0.019,13.324,0.009,10.96,0.02,2MASS,10.11,0.02,2MASS,9.58,0.02,2MASS,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,9.018,0.023,0,8.104,0.02,0,5.331,0.016,0,3.595,0.02,0,0,0,0,Y,Y,Y,full,0.22,J-H,287.6807393,-36.9860032,J191043.37-365909.6 ,-0.7118136726875011,-0.4018136726875009,False,marton16,120988.0
24,24,True,no,no,no,no,no,no,2.0,,,,near a clear Rne but ~30 pc further than the YSO inside the nebulosity region,285.4184858,-36.8619126,True,True,True,854.0,325.0,120992.0,II,-1.53,CrA,CrA-18,J19014041-3651422,19:01:40.410,-36:51:42.300,5.5556,0.9043,180.00,1.126,180.0,"[5.785, -27.989]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.35]","[, Cazzoletti+2019]","[, 5.36]","[, 0.19]","[, 5.36]","[, 4.91]",4.91,,,,--,#VALUE!,,,,,,,,J19014041-3651422,160.89,--,3640,,0.4466835922,--,0.41,--,--,--,--,,CrA-18,3650.0,0.559,-98.9,0.403,-105.6,0.435,-105.6,0.4,-105.63,0.403,-105.6,--,,19014041-3651422,WISEA J190140.43-365142.8,6.731200770681838e+18,0,0,0.0,185818.2-365603,0,0,0.0,0,0.0,190140.40-365142.4,65.0,21.0,18.0,0,285.418446,-36.861886,Gaia,"M3,M1-M2,K7-M2","1,13,16",M3,5.785,1.262,-27.989,1.235,5.556,0.904,1.13,0,191.332,166.022,229.426,0.0,0.0,0.0,0.0,-1.7,0.08,2.0,-5.635,0.749,-20.532,3.312,-12.013,2.326,20.109,0.016,20.767,0.15,18.456,0.086,13.78,0.01,VHS,11.63,0.02,2MASS,10.48,0.02,2MASS,9.446,0.02,0,8.853,0.02,0,8.637,0.02,0,8.113,0.02,0,0.0,0.0,nodet/ext,9.44,0.023,0,8.848,0.02,0,0.0,0.0,false/ext,0.0,0.0,false/ext,Y,Y,0,Y,0,0,full,1.55,IR spec,285.4184858,-36.8619126,J190140.43-365142.8 ,-1.53,-0.7,True,marton16,120992.0
25,25,True,no,no,no,no,no,no,1.0,,,,near Rne but does not seem to be associated with this star,285.5204781,-36.9823549,False,False,True,,,120993.0,II,-1.3129259001495182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.5204781,-36.9823549,J190204.91-365856.4 ,-1.3129259001495182,-1.002925900149518,False,marton16,120993.0
26,26,True,no,no,no,no,no,no,1.0,,,,,285.5498066,-37.052578,True,False,True,859.0,,120994.0,III,-1.62,CrA,CrA-28,J19021201-3703093,19:02:12.000,-37:03:09.400,6.4120,0.1199,155.96,0.980,155.96,"[5.567, -29.515]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.09]","[, Cazzoletti+2019]","[, ??]","[, ??]","[, <0.27]","[, <0.19]",<0.19,,,,--,#VALUE!,,,,,,,,J19021201-3703093,159.19,--,3085,,0.02398832919,--,0.12,--,--,--,--,,CrA-28,2943.0,0.023,-99.01,0.075,-105.5,,,0.09,-105.61,0.075,-105.5,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.5498066,-37.052578,J190211.95-370309.2 ,-1.62,-1.27,True,marton16,120994.0
27,27,True,no,no,no,no,no,no,1.0,,,,,285.4924238,-37.1024484,False,False,True,,,120995.0,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.4924238,-37.1024484,J190158.18-370608.8 ,,,False,marton16,120995.0
28,28,True,no,no,no,no,no,no,1.0,,,,,286.0718882,-36.9842685,True,True,True,883.0,386.0,120996.0,II,-1.5079521321170708,CrA,Halpha 15,J19041725-3659030,19:04:17.250,-36:59:03.200,--,--,--,--,156.0,"[, ]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.08]","[, Cazzoletti+2019]","[, 0.69]","[, 0.22]","[, 0.69]","[, 0.47]",0.47,,,,--,#VALUE!,,,,,,,,J19041725-3659030,160.89,--,3190,,0.5248074602,--,0.25,--,--,--,--,,Halpha 15,3071.0,0.493,-99.02,,,0.21,-105.3,,,0.21,-105.3,--,,19041725-3659030,WISEA J190417.25-365903.3,6.719200395831344e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,286.071926,-36.984301,Gaia,"M3-M5,M4.75","7,1",M4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.51,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.624,0.017,17.189,0.018,13.933,0.004,11.82,0.02,2MASS,11.12,0.02,2MASS,10.77,0.02,2MASS,10.328,0.02,0,10.029,0.02,0,9.785,0.02,0,0.0,0.0,out,6.524,0.02,0,10.475,0.023,0,10.071,0.021,0,8.57,0.026,0,6.465,0.068,0,Y,0,Y,Y,Y,Y,full,0.04,IR spec,286.0718882,-36.9842685,J190417.25-365903.3 ,-1.5079521321170708,-1.1979521321170707,False,marton16,120996.0
29,29,True,no,no,faint,visible,faint,faint,4.0,y,"arc, arm",,"no point source associated with that blob in Gaia, NED and SIMBAD",285.6379016,-36.9726683,True,True,True,862.0,367.0,120997.0,II,-1.23,CrA,CrA-31,J19023308-3658212,19:02:33.070,-36:58:21.200,6.7754,0.1983,147.59,7.913,156.0,"[7.336, -31.522]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.19]","[, Cazzoletti+2019]","[, 2.82]","[, 0.19]","[, 2.82]","[, 1.94]",1.94,,,,--,#VALUE!,,,,,,,,J19023308-3658212,160.89,--,3300,,0.3548133892,--,0.23,--,--,--,--,,CrA-31,3237.0,0.333,-99.02,0.221,-105.5,0.25,-105.5,0.21,-105.49,0.221,-105.5,--,,19023308-3658212,WISEA J190233.09-365821.6,6.731201389153163e+18,0,0,0.0,0,0,0,159.0,0,0.0,190233.07-365821.1,0.0,30.0,31.0,0,285.637876,-36.972713,Gaia,"M3.5,M3.5","1,5",M3.5,7.336,0.214,-31.522,0.17,6.775,0.198,7.91,N,145.543,142.007,149.891,0.0,0.0,0.0,0.0,-2.23,0.02,2.0,-6.036,0.134,-18.782,0.56,-11.336,0.406,14.502,0.007,16.361,0.018,13.147,0.02,10.59,0.03,2MASS,9.26,0.02,2MASS,8.45,0.02,2MASS,7.512,0.02,0,6.801,0.02,0,6.402,0.02,0,5.941,0.02,0,3.686,0.02,0,7.424,0.027,0,6.727,0.021,0,5.263,0.014,0,3.771,0.028,0,Y,Y,Y,Y,Y,Y,full,0.63,J-H,285.6379016,-36.9726683,J190233.09-365821.6 ,-1.23,-1.09,True,marton16,120997.0
30,30,True,no,no,no,no,no,no,1.0,,,,Distant: ~570 pc,285.4943578,-36.9381322,False,False,True,,,120998.0,II,-0.8484296052227911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.4943578,-36.9381322,J190158.64-365617.2 ,-0.8484296052227911,-0.538429605222791,False,marton16,120998.0
31,31,True,no,visible,visible,prominent,prominent,prominent,5.0,y,"diffuse, asym",,,285.4235262,-36.9981179,True,True,True,867.0,329.0,120999.0,II,-1.52,CrA,CrA-41,J19014164-3659528,19:01:41.620,-36:59:52.700,6.4360,0.0404,155.38,1.279,155.38,"[6.034, -27.345]",II,1.0,"[, ALMA]","[, 230]","[, 1.3]","[, 0.33x0.31]","[, 0.21]","[, Cazzoletti+2019]","[, 2.80]","[, 0.19]","[, 2.80]","[, 1.91]",1.91,,,,--,#VALUE!,,,,,,,,J19014164-3659528,160.89,--,3560,,0.8912509381,--,0.4,--,--,--,--,,CrA-41,3560.0,0.831,-99.03,0.385,-105.6,0.3874,-105.6,0.33,-105.56,0.385,-105.6,--,,19014164-3659528,WISEA J190141.64-365953.2,6.731197648241121e+18,i,0,677.0,185819.1-370418,0,0,0.0,0,0.0,190141.62-365953.1,0.0,22.0,41.0,0,285.423544,-36.998137,Gaia,"M2,K8-M2,K8:,M0-M4,M3-M5e","1,22,9,16,7",M2,6.034,0.039,-27.345,0.036,6.436,0.04,1.28,Y,153.708,152.757,154.733,0.0,0.0,0.0,0.0,-0.36,0.03,2.0,-3.856,0.039,-17.214,0.117,-10.694,0.081,14.582,0.004,16.501,0.017,13.259,0.011,10.47,0.02,2MASS,9.04,0.02,2MASS,8.09,0.03,2MASS,7.49,0.02,0,6.9,0.02,0,6.57,0.02,0,6.033,0.02,0,3.303,0.02,0,7.826,0.026,0,7.169,0.021,0,5.039,0.015,0,3.165,0.024,0,Y,Y,Y,Y,Y,Y,full,0.69,J-H,285.4235262,-36.9981179,J190141.64-365953.2 ,-1.52,-1.04,True,marton16,120999.0
